track_id,track_name,artist_name,album_name,release_date,release_date_precision,loudness
1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,Unapologetic (Edited Version),2012-01-01,day,-4.92
1zB4vmk8tFRmM9UULNzbLB,Thunder,Imagine Dragons,Evolve,2017-06-23,day,-4.833
1zTuB57LYZa7xu7KUH8kF0,Baby-Baby-Baby,TLC,Ooooooohhh... On The TLC Tip,1992-02-25,day,-8.601
1zi7xx7UVEFkmKfv06H8x0,One Dance,"Drake, WizKid, Kyla",Views,2016-05-06,day,-5.609
1zng9uqqXoPkmU05nsAlsw,Bed Of Roses,Bon Jovi,Keep The Faith,1992-11-03,day,-5.599
1zwMYTA5nlNjZxYrvBB2pV,Someone Like You,Adele,21,2011-01-24,day,-8.251
1zyqZONW985Cs4osz9wlsu,On the Hotline - Amended Version,Pretty Ricky,Late Night Special,2007,year,-5.477
208bYsadJ56km31IENM2qS,"No Shoes, No Shirt, No Problems",Kenny Chesney,"No Shoes, No Shirt, No Problems",2002-04-02,day,-10.239
20DfkHC5grnKNJCzZQB6KC,Good Girl,Carrie Underwood,Blown Away,2012-05-01,day,-2.849
20FZrLl9zSbO9b3DhaqO6M,23,"Juicy J, Miley Cyrus, Wiz Khalifa, Mike WiLL Made-It",23,2013-01-01,day,-5.254
20JcxdRw8gvqTY1EEpYxHb,Misty Blue,Dorothy Moore,Misty Blue,1976-03-01,day,-14.664
20ORwCJusz4KS2PbTPVNKo,Leavin',Jesse McCartney,Departure - Recharged,2008,year,-5.84
20VRVHMwAspwLA207PdKOn,He's Mine,MoKenStef,Love Soul,2000-01-01,day,-8.789
20X9OeC606XNwEtDBOym5u,Love Drunk,Boys Like Girls,Love Drunk,2009-09-07,day,-3.17
20lzW8sXHa20GVDyIwJihy,"The Earth, the Sun, the Rain","Color Me Badd, David ""Frazeman"" Frazer",Now and Forever,1996-05-14,day,-9.42
20wu6USlvWRghMOvUdfLgE,Here I Am (Come and Take Me),Al Green,Call Me,1973,year,-12.238
215JYyyUnrJ98NK3KEwu6d,Soak Up The Sun,Sheryl Crow,C'Mon C'Mon,2002-04-08,day,-4.985
21fXrzSxu2y51Yqf57QycI,Happily Ever After,Case,Personal Conversation,1999-01-01,day,-6.985
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Hollywood's Bleeding,2019-09-06,day,-3.497
22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,day,-3.284
22ML0MuFKfw16WejbxsLOy,Heartbreaker,Pat Benatar,In The Heat Of The Night,1979-01-01,day,-10.666
22NLm3IIR9NLG0cUYtmHMW,Pretty Wings - uncut,Maxwell,BLACKsummers'night (2009),2009-07-07,day,-10.496
22QLjELWmorybFaEvm5pX2,You Won't See Me,Anne Murray,A Love Song,1974,year,-9.772
22UDw8rSfLbUsaAGTXQ4Z8,American Boy,"Kanye West, Estelle",Shine,2008-03-28,day,-2.99
22VdIZQfgXJea34mQxlt81,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,2015-08-28,day,-5.526
22oEJW6r2rMb9z4IntfyEa,"Hey Look Ma, I Made It",Panic! At The Disco,Pray for the Wicked,2018-06-22,day,-3.337
22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,Happiness Begins,2019-06-07,day,-5.065
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,Toto IV,1982-04-08,day,-18.064
23DZLSxCK6kM8FF2RlzKDl,You're No Good,Linda Ronstadt,Heart Like A Wheel,1974,year,-10.136
23IK8TF2MSiLnuEjaYPfVV,Nightshift,Commodores,Nightshift,1985-01-01,day,-10.194
23IWhAK0cYRwnBT5EE8i3u,Don't give up on us,David Soul,David Soul,1976-01-01,day,-13.588
23T0OX7QOiIUFShSzbJ5Uo,I Hope,Gabby Barrett,Goldmine,2020-06-19,day,-6.227
23l1kVpqMVREiwU1YAlcr4,I Guess That's Why They Call It The Blues,Elton John,Too Low For Zero,1983-05-30,day,-7.29
23x0iKY1oRBQVM8ka2s2bF,You Got It All,The Jets,Back To Back,1998-01-01,day,-11.184
24Gxm7Eh7tO83E26LG0CsY,Hero,Enrique Iglesias,Escape,2001-01-01,day,-5.617
24LS4lQShWyixJ0ZrJXfJ5,Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch",18 Months,2012-10-29,day,-3.942
24y3tSyLdRbpVsKhQrR2oj,Never Again,Kelly Clarkson,My December,2007,year,-2.978
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),2020-05-22,day,-3.764
25CMmGsl22APKhfuj4Tp7j,It's Been Awhile,Staind,Break the Cycle,2001-05-22,day,-4.054
25IRjWUZ60n7KXxcB4DiX9,Strong Enough,Sheryl Crow,Tuesday Night Music Club,1993-08-03,day,-15.267
25KybV9BOUlvcnv7nN3Pyo,In The Night,The Weeknd,Beauty Behind The Madness,2015-08-28,day,-4.993
25cUhiAod71TIQSNicOaW3,Adorn,Miguel,Kaleidoscope Dream,2012-09-28,day,-5.693
25sA1vM4BFkTb5cJGWftFo,Walk Away,Kelly Clarkson,Breakaway,2004-01-17,day,-4.524
266hoXlxTshUk4XsNQK5to,Happy People - Album Version with DJ Skit,R. Kelly,Happy People/U Saved Me,2004-08-23,day,-6.274
26bL4gSULWDgdIMX0pRFrG,Redneck Woman,Gretchen Wilson,Here For The Party,2004-05-11,day,-5.146
26lCNg8WekUoDbLhEbUyXZ,Lawyers in Love,Jackson Browne,Lawyers in Love,1983-07-26,day,-6.496
26mlDJoh5bQiC7efK7xq9z,Sealed with a Kiss,Bobby Vinton,Sealed With A Kiss,1972-07-01,day,-12.9
26q6YTrXt9l8qshIveiTX9,Rebirth Of Slick (Cool Like Dat),Digable Planets,Reachin' (A New Refutation Of Time And Space),1993-01-01,day,-18.943
26yQYGCXD9ypPW8eeXa1gx,Dazzey Duks,Duice,Dazzey Duks,1992-03-18,day,-12.876
273dCMFseLcVsoSWx59IoE,Bad Blood,Taylor Swift,1989,2014-10-27,day,-6.114
273uCXd7NPrInaiNqtkOrA,Tarzan Boy,Baltimora,Living In The Background,1985-01-01,day,-12.3
275a9yzwGB6ncAW4SxY7q3,Panda,Desiigner,Panda,2016-02-26,day,-5.503
27AHAtAirQapVldIm4c9ZX,Jump,Kris Kross,Totally Krossed Out,1992-03-17,day,-10.625
27GmP9AWRs744SzKcpJsTZ,Jumpman,"Drake, Future",What A Time To Be Alive,2015-09-20,day,-7.286
27IRo2rYeizhRMDaNVplNM,Hook,Blues Traveler,Four,1994-01-01,day,-6.355
27PmvZoffODNFW2p7ehZTQ,Don't Mind,Kent Jones,Don't Mind,2016-04-25,day,-4.503
27sYHmgfRvHFyQ5vrm5nQp,And Our Feelings,Babyface,For The Cool In You,1993-08-24,day,-7.819
27vdeVlzt3VEc82hK39T8B,Dim All The Lights,Donna Summer,Bad Girls,1979-04-25,day,-13.953
28285KFbyCq8sJofn58qlD,Love Train,The O'Jays,Back Stabbers,1972-01-01,day,-9.629
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,2018-12-10,day,-7.23
28GUjBGqZVcAV4PHSYzkj2,So Good,B.o.B,Strange Clouds,2012-04-27,day,-5.02
296XGtH5MeGisqD3uAz6Q6,That's The Way,Jo Dee Messina,Burn,2000-08-01,day,-3.697
29HbvYjzl95cYA4wGIhFCd,No Time,The Guess Who,American Woman,1970-01-01,day,-6.348
29KyVqHekckVGfxHn8QS7m,Cool Night,Paul Davis,Cool Night,1981,year,-5.236
29VrHhpC5AS9b7XJYDPhqb,Funkdafied,Da Brat,Funkdafied,1994-06-28,day,-12.367
29pzjF6ZkzcW3ofgOVbF0t,Here I Go Again,Whitesnake,Saints & Sinners,1982-11-20,day,-12.967
29rQJydAlO0uMyWvRIZxQg,That's The Way Love Goes,Janet Jackson,Janet,1993-05-18,day,-6.789
2A6yzRGMgSQCUapR2ptm6A,True Colors,Cyndi Lauper,True Colors,1986-10-14,day,-13.155
2A73XBDBQgmdXO8VsXPWIs,Rumour Has It,Adele,21,2011-01-24,day,-5.014
2Adn2LNgkHMH5TelQVAu4n,Pretty Girl Rock,Keri Hilson,No Boys Allowed,2010-01-01,day,-5.004
2AnTuxahfcAS7dGxGZnihY,Cantaloop (Flip Fantasia),"Us3, Rahsaan, Gerard Presencer",Hand On The Torch,1993-01-01,day,-11.498
2AogRMqARWyUP7VQ3gmSoY,Can't Fight The Moonlight,LeAnn Rimes,I Need You,2001-01-30,day,-6.341
2AtBXRPCZhtIqSGF5ap33B,Anything,3T,Brotherhood,1995-10-01,day,-10.928
2B1ylFlO2nBGJdPNb9vMnn,I Get Weak,Belinda Carlisle,Heaven On Earth,1987-10-05,day,-10.134
2BDRHFw5170t2kRHD3uEMU,I Wanna Love You,Jade,Jade To The Max,1992-11-13,day,-9.79
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,Looking Glass,1972,year,-11.369
2BcOZ4vOeu2qZowIHrvTYy,Music,Madonna,Music,2000-09-19,day,-8.527
2BepFzUWfczDk68DXj10w3,One Thing,Finger Eleven,Finger Eleven,2003-01-01,day,-9.401
2Bls0igCm79XQQ95IoUbhq,Mr. Big Stuff,Jean Knight,Mr. Big Stuff,1971,year,-12.589
2BstRQGodshjGpeDGQiNgo,Do It Again,Steely Dan,Can't Buy A Thrill,1972-01-01,day,-10.254
2BydLQAh7CUIFvSEqAMc4x,If You Want Me to Stay,Sly & The Family Stone,Fresh,1973-06-30,day,-11.574
2CIDqYfIYfl9vx02wIyCG9,All Through the Night,Cyndi Lauper,She's So Unusual,1983-10-14,day,-5.934
2CXkN6UAb3jAFwz4VbsDq0,September Morn,Neil Diamond,September Morn,1979-12-22,day,-17.102
2CZi8d774dBB0wiuWMIpr8,Miss Independent,Kelly Clarkson,Thankful,2003-04-15,day,-6.302
2D1hlMwWWXpkc3CZJ5U351,P.I.M.P.,50 Cent,Get Rich Or Die Tryin',2003-02-06,day,-3.012
2DHc2e5bBn4UzY0ENVFrUl,Carry Out (Featuring Justin Timberlake),"Justin Timberlake, Timbaland",Shock Value II,2009-01-01,day,-6.693
2DQ1ITjI0YoLFzuADN1ZBW,No Limit,"Cardi B, G-Eazy, A$AP Rocky",The Beautiful & Damned,2017-12-15,day,-3.791
2DnJjbjNTV9Nd5NOa1KGba,You're so Vain,Carly Simon,No Secrets,1972,year,-8.18
2E2ZVy2fxslpAUgbb4zu84,Abracadabra,Steve Miller Band,Abracadabra,1982-01-01,day,-13.261
2E90KUsor4U2abOJGFKtfx,Heaven Sent,Keyshia Cole,Just Like You,2007-01-01,day,-3.614
2EEeOnHehOozLq4aS0n6SL,iSpy (feat. Lil Yachty),"Lil Yachty, KYLE",iSpy (feat. Lil Yachty),2016-12-02,day,-6.745
2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna,Loud (Japan Version),2010-01-01,day,-4.233
2ESAoDR0NAUMzm81TEBuJE,Thank You,Boyz II Men,II,1994-01-01,day,-8.949
2EoIt9vdgFRNW03u5IvFsQ,Achy Breaky Heart,Billy Ray Cyrus,Some Gave All,1992,year,-10.209
2EvwLVrnYbCZEG6Kx5DCRy,Piece of Me,Britney Spears,Blackout,2007-10-25,day,-5.054
2FAL6hxj5Qxuj0kWOkEOsF,She Bop,Cyndi Lauper,She's So Unusual,1983-10-14,day,-4.565
2FOIK633FgeVKWGl4bjSZU,I Don't Need You,Kenny Rogers,Share Your Love,1981-06-15,day,-14.475
2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,Rascal Flatts,Me And My Gang,2006-01-01,day,-3.848
2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,day,-10.965
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,Scorpion,2018-06-29,day,-5.833
2G7ttyDosjWmunOYsNRm0C,Who Will You Run To,Heart,Bad Animals,1987-06-06,day,-11.103
2GEDd9qtGXU7IvGgqTF6Uj,I'm Still in Love with You,Al Green,I'm Still in Love with You,1972-10-23,day,-9.551
2GGMabyHXnJmjY6CXhhB2e,Money,Cardi B,Money,2018-10-23,day,-6.508
2GHYJ0dhVds3PODKnTdiGE,All I Want,Toad The Wet Sprocket,fear,1991-08-27,day,-7.693
2GLqM8YTSdpaQ58NrMe274,Nassau/Baby I Love Your Way - Medley,Peter Frampton,Frampton,1975-01-01,day,-10.002
2Gd10PZnMktt3Cgo9s6yi0,I Don't Wanna Go On With You Like That,Elton John,Reg Strikes Back,1988-06-24,day,-8.359
2GwDKcTJlvoRDaJXkA7ULJ,Good For Me,Amy Grant,Heart In Motion,1991,year,-4.279
2Gy3XMLbBxACZ4tXdFRGr7,Pontoon,Little Big Town,Tornado,2013-01-01,day,-5.715
2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,"Camila Cabello, Shawn Mendes",Handwritten,2015-04-14,day,-4.582
2Gyc6e2cLxA5hoX1NOvYnU,Say It,Tory Lanez,I Told You,2016-08-19,day,-10.511
2H9DaLWHXqS7eSmouctbrj,Personally,Karla Bonoff,Wild Heart Of The Young,1982,year,-12.423
2HWfXtWFeZpejgYSB3WZnV,I Hope You're Happy Now,"Lee Brice, Carly Pearce",Hey World,2020-09-11,day,-5.787
2HXixVqzzm9rEUIMAWzshl,I Hate Myself for Loving You,Joan Jett & The Blackhearts,Up Your Alley,1988-05-23,day,-11.225
2HeTmGTjl870ucJ8mF7zl5,The Winner Takes It All,ABBA,Super Trouper,1980,year,-6.783
2HmMklpgK8vGCpJmPpz1yG,How Forever Feels,Kenny Chesney,Everywhere We Go,1999-02-26,day,-7.427
2Ht2XbOKEay5ogJbDk3i9q,Constantly,Immature,Playtyme Is Over,1994-01-01,day,-9.933
2I5CPUnMIKjEXeg61OI9uV,I Do Not Hook Up,Kelly Clarkson,All I Ever Wanted,2009-03-06,day,-3.114
2IBF9lQ9lgVai8LkskI5L7,Get Like Me,"Chris Brown, Yung Joc, David Banner",The Greatest Story Ever Told,2008,year,-4.198
2IHaGyfxNoFPLJnaEg4GTs,"What Is Love - 7"" Mix",Haddaway,The Album,1993-09-13,day,-7.907
2II03llydk4YnkBBvoYB3B,Frozen,Madonna,Ray of Light,1998-03-03,day,-10.917
2IOQOWr4P14saZqZlM7k84,No One Else (feat. Da Brat),"Da Brat, Total",Total,1996-01-30,day,-8.215
2IOeOJyiuzwF8BRAK9jJyj,The Logical Song,Supertramp,Breakfast In America,1979-03-29,day,-11.766
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),"Drake, Meek Mill",Championships,2018-11-30,day,-6.365
2ISojTv3VUnimEOiLddIw4,Whatever It Is,Zac Brown Band,The Foundation,2008-11-17,day,-6.632
2ImuQo1g14CTR9hZAZD3aQ,This D.J.,"Warren G, O.G.L.B.",Regulate… G Funk Era,1994-06-07,day,-10.268
2JI71GHwq2LN8mtq3iCLYo,CoCo,O.T. Genasis,CoCo,2014-11-10,day,-5.949
2JaHnS7CcIPoc7Il4BkqdR,Ditty,Paperboy,The Nine Yards,1993,year,-15.219
2JoJrsEV15OzbijS47lids,Today Was A Fairytale (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021-04-09,day,-5.025
2JpUkUR0OsOlUUfm6iS8ic,Money Maker,"Pharrell Williams, Ludacris",Release Therapy,2006-01-01,day,-6.79
2JvPJ8ydPuN2NhpH4oti6I,Dance Hall Days,Wang Chung,Points On The Curve,1984-01-16,day,-14.415
2JvzF1RMd7lE3KmFlsyZD8,MIDDLE CHILD,J. Cole,MIDDLE CHILD,2019-01-23,day,-11.713
2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),"Charlie Puth, Wiz Khalifa",See You Again (feat. Charlie Puth),2015,year,-7.503
2K5LRXf7eGH9HzdeNPZc2a,No One Is To Blame,Howard Jones,Action Replay,1986,year,-13.619
2KKijf6Ett4kmVNJze2roh,The Git Up,Blanco Brown,Honeysuckle & Lightning Bugs,2019-10-10,day,-8.635
2KY0QUeRY3IPuJI1gyU9BJ,Steppin' Out,Joe Jackson,Night And Day,1982-01-01,day,-20.208
2KaA0Tgl3RmQLzcvLEtzLH,Heart to Heart,Kenny Loggins,High Adventure,1982,year,-12.773
2KqJC0koTBUyDlsMt5ok1V,Look What God Gave Her,Thomas Rhett,Center Point Road,2019-05-31,day,-3.966
2L3bghVRLkBbIQzSaEUytZ,Here (In Your Arms),Hellogoodbye,Zombies! Aliens! Vampires! Dinosaurs!,2006-01-01,day,-6.819
2LCIRBYUBMFy9hL81qthi1,Love Is a Wonderful Thing,Michael Bolton,"Time, Love & Tenderness",1991-04-23,day,-8.915
2LEF1A8DOZ9wRYikWgVlZ8,Good Feeling,Flo Rida,Wild Ones,2012-06-22,day,-4.444
2LVxvGhl2U5p2ql2ujc6vZ,Hands Clean,Alanis Morissette,Under Rug Swept,2002-02-25,day,-5.428
2LjiPAQOVazT8sRyXL3XRs,Informer,Snow,12 Inches Of Snow,1993,year,-10.975
2LqzuRukwnpeWYLXBtiwmq,Love Will Find A Way,Pablo Cruise,Worlds Away,1978,year,-13.934
2M2WJ7gBlcKNxdhyfPp9zY,Best of My Love,The Emotions,Rejoice,1977-06-10,day,-6.865
2M7EflZCPCqqRLB9hy5MDy,Feels So Good,Chuck Mangione,Feels So Good,1977-12-08,day,-9.603
2M9ULmQwTaTGmAdXaXpfz5,Billionaire (feat. Bruno Mars),"Bruno Mars, Travie McCoy",Billionaire (feat. Bruno Mars),2010-03-09,day,-6.403
2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,Tracy Chapman,1988-04-05,day,-15.523
2MOOJh1xUgND4rLjB6h4jY,Get Up (Before The Night Is Over),Technotronic,Pump Up The Jam,1989,year,-11.84
2MQ23MqDI0N9IVy8iaZddc,Catch Me (I'm Falling),Pretty Poison,Catch Me I'm Falling,1988-01-01,day,-11.816
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","DaBaby, Jack Harlow, Tory Lanez, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]",2020-06-24,day,-5.224
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,Destiny's Child,Survivor,2001-05-01,day,-2.027
2N5CvukjQqiWxjzZLMqqBN,Time After Time,INOJ,Ready for the World,1999,year,-8.84
2N5zMZX7YeL1tico8oQxa9,Crazy,Gnarls Barkley,St. Elsewhere,2006-05-02,day,-1.609
2NPxL1QqPrD1a7OLHjVcAP,I Can,Nas,God's Son,2002-12-13,day,-3.914
2NniAhAtkRACaMeYt48xlD,50 Ways to Say Goodbye,Train,California 37,2012-04-17,day,-2.664
2NtqZmfRIDkXJ2YvY2Kv1F,Lido Shuffle,Boz Scaggs,Silk Degrees,1976,year,-4.716
2O2mr2gzBRtKGRiswqRyiN,Take a Picture,Filter,Title Of Record,1999-08-24,day,-8.041
2OA0iq9hGkvUcS5qA1ZJnU,Not Gon' Cry,Mary J. Blige,Share My World,1997-01-01,day,-8.935
2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,4 (Expanded),1981,year,-9.286
2OqYarizUUGzSSNHPrDEii,Shoulder Lean (feat. T.I.),"T.I., Young Dro",Best Thang Smokin' (Explicit Version),2006-06-27,day,-7.191
2OyaNAq8BcGstyzueloqpE,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,The Story Of Cornelius Brothers & Sister Rose,1996-01-01,day,-7.136
2Ozc0me9PV5vlt8cokwdvI,Lean Back,"Fat Joe, Terror Squad, Remy Ma",True Story,2004-01-01,day,-3.344
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,I met you when I was 18. (the playlist),2018-05-31,day,-7.621
2Pn5gvVioma5LHPxgEBBmD,"No More ""I Love You's""",Annie Lennox,Medusa,1995,year,-7.305
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,Outkast,Speakerboxxx/The Love Below,2003,year,-2.261
2QDnRMFfnes9DUWc6HgixI,We're All Alone,Rita Coolidge,Anytime... Anywhere,1977-03-01,day,-8.376
2QGTqfBUGSog9yG6zSJG3t,Love In The First Degree,Alabama,Alabama Live,1980,year,-15.42
2QLEN3RVunMas7j0PHjeAT,C'mon N' Ride It (The Train),Quad City DJ's,Get On Up And Dance,1996-06-18,day,-4.933
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,Shawn Mendes,Shawn Mendes,2018-05-25,day,-7.321
2QaTacWkV0bC68QYNCI3k6,I'll Tumble 4 Ya,Culture Club,Kissing To Be Clever,1982-09-01,day,-13.983
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,I Love You.,2013-04-19,day,-2.81
2QlPByrmEO9XciNBXCrawR,Roll With It,Steve Winwood,Roll With It,1988-01-01,day,-13.352
2QzLYgjE7zTj1lb6Wi1aPx,Jerk Out #3,The Time,Pandemonium,1990,year,-6.777
2RChe0r2cMoyOvuKobZy44,Always,Bon Jovi,Cross Road,1994-10-18,day,-5.558
2RLpFEf6d0708O7Bqhjyxg,Days Go By,Dirty Vegas,Dirty Vegas,2002,year,-8.274
2RSOzvKUnfDDrb2nQPfpQU,Barbie Girl,Aqua,Aquarium,1997-01-01,day,-6.049
2Rk4JlNc2TPmZe2af99d45,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift, Panic! At The Disco, Brendon Urie",Lover,2019-08-23,day,-4.105
2RqZFOLOnzVmHUX7ZMcaES,Let It Go,"Keyshia Cole, Missy Elliott, Lil' Kim",Just Like You,2007-01-01,day,-5.167
2RtmMC4btQbvQ9w5KxPZpy,Arizona,Mark Lindsay,Arizona,1970-03-04,day,-12.806
2RtvkLz5tmOXlzz918It6E,Fortunate,Maxwell,Fortunate,1999-03-03,day,-8.309
2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),2020-08-14,day,-8.871
2SFq0UIiBWkBgky0fkrHP0,What Have You Done For Me Lately,Janet Jackson,Control,1986-02-04,day,-12.408
2SPU97neddixGZ3wCMLAwx,Too Late For Goodbyes,Julian Lennon,Valotte,1984-01-01,day,-8.229
2SQkCUj5rYrFCRKnaTbYYr,You Are,Lionel Richie,Lionel Richie,1982,year,-12.736
2SVW5774QbmEjWfbHOEnz3,Before The Next Teardrop Falls,Freddy Fender,Before The Next Teardrop Falls,1975,year,-9.356
2T8hXV9LUZMDBKR5RALGEa,Splash Waterfalls,Ludacris,Chicken - N - Beer,2003-01-01,day,-6.102
2TAcwD5KcV9uY3O1tLGV15,Are You Gonna Kiss Me Or Not,Thompson Square,Thompson Square,2011-02-08,day,-3.807
2TQaMcc3BEAF5Srn7FCipl,Always,Atlantic Starr,All In The Name Of Love,1987-03-24,day,-6.759
2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,"Luke Bryan, Florida Georgia Line",Here's To The Good Times...This Is How We Roll,2013-01-01,day,-2.969
2TVSa07y6g3HRn4oLWv57M,Irresistible,Jessica Simpson,Irresistible,2001-06-05,day,-2.783
2TduKpYWZMxYfDW4NXqgLZ,Infatuation,Rod Stewart,Camouflage,1984,year,-15.754
2U25Ne3teRZLF1wsRnjcfW,Wildside,Marky Mark And The Funky Bunch,Music For The People,1991,year,-15.502
2U40DawrPNZwD0lcqqx3bq,Who Will Save Your Soul,Jewel,Pieces Of You,1995-02-28,day,-9.712
2U5WueTLIK5WJLD7mvDODv,Wishing Well,Juice WRLD,Legends Never Die,2020-07-10,day,-6.13
2UKkLqST2xWpK8n1b0Xr5Z,Return To Innocence,Enigma,The Cross Of Changes,1993-01-01,day,-12.357
2UVbBKQOdFAekPTRsnkzcf,Stir Fry,Migos,Culture II,2018-01-26,day,-5.402
2V2pxcEfn5zs79sE7qcewA,Now And Forever,Richard Marx,Paid Vacation,1994-01-01,day,-11.227
2VEsmoek0sol9MnJFyoG9e,Burnin' Up,Jonas Brothers,A Little Bit Longer,2008-08-12,day,-3.462
2VIPU72L6tIR4w8J8ap6Kp,Mercy,Brett Young,Brett Young,2017-02-10,day,-7.906
2VOomzT6VavJOGBeySqaMc,Disturbia,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,day,-4.515
2VSbEXqs6NbNiZSTcHlIDR,My Sacrifice,Creed,Weathered,2001-01-01,day,-6.035
2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,2018-10-05,day,-6.362
2W2vmNmTLERMWT9XBxm35E,Diggin' On You,TLC,Crazysexycool,1994-11-15,day,-7.411
2W93VKSfWw1evp7FSbHNd1,I Want To Take You Higher,"Ike & Tina Turner, The Ikettes",Come Together,1970-05-08,day,-18.148
2WElktskrNJEwgpp5Vouxk,I'm Too Sexy,Right Said Fred,Up,1992-01-07,day,-12.831
2WQAknZHrJAEQOFXe0F44P,Austin,Blake Shelton,Blake Shelton,2001-07-31,day,-7.063
2WX2HSBKkcKVvqTukHZS22,How Do I Make You,Linda Ronstadt,Mad Love,1980,year,-8.269
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,Hunting High and Low,1985-06-01,day,-7.638
2WfhlEjoUII31H6imnQdvF,No More,Ruff Endz,Love Crimes,2000-08-22,day,-5.669
2XKMIB0VzXF22pJpBKV6xn,Right Time of the Night,Jennifer Warnes,Jennifer Warnes,1976,year,-10.149
2XLAzm8bMDSI7MhbRW8nVj,I Wanna Be Your Lover,Prince,Prince,1979-10-19,day,-8.825
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,2019-10-17,day,-6.4
2XqB7lzRMX6EFWY8HD4nZl,Wildwood Weed,Jim Stafford,Jim Stafford,1974-01-01,day,-13.178
2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),"Juice WRLD, Marshmello",Legends Never Die,2020-07-10,day,-5.181
2Y90nL1ohB4sgYELDs7uNx,Glory Days,Bruce Springsteen,Born In The U.S.A.,1984-06-04,day,-4.906
2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy,Dustin Lynch,Current Mood,2017-09-08,day,-6.016
2YegxR5As7BeQuVp2U6pek,Be Without You - Kendu Mix,Mary J. Blige,The Breakthrough,2005-01-01,day,-5.859
2Yl4OmDby9iitgNWZPwxkd,Be Careful,Cardi B,Invasion of Privacy,2018-04-06,day,-8.23
2YpeDb67231RjR0MgVLzsG,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus",7 EP,2019-06-21,day,-5.56
2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,Blurryface,2015-05-15,day,-5.355
2a03afRiyAbNAleOByVju4,Get It Shawty - Main,Lloyd,Street Love,2007-01-01,day,-4.032
2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,Mariah Carey,Daydream,1995-09-26,day,-8.335
2aEuXA1KswHlCGPOuPmCOW,Touch My Body,Mariah Carey,E=MC2,2008-04-15,day,-7.736
2aI21FnmY7TJVKeMaoQZ0t,Say It Right,Nelly Furtado,Loose,2006-01-01,day,-6.328
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home","Drake, Majid Jordan",Nothing Was The Same,2013-01-01,day,-7.44
2ajhenDRiiAnCHHjsIOHhJ,Laffy Taffy,D4L,Down For Life,2005-11-08,day,-7.994
2aw72RcR4WQvmA9bICK8QZ,The Sweetest Days,Vanessa Williams,The Sweetest Days,1994-01-01,day,-10.341
